Call of Duty 4: Modern Warfare	0.65	http://www.wikidata.org/entity/Q76255	multiplayer video game
Call of Duty	0.59	http://www.wikidata.org/entity/Q192156	multiplayer video game
Call of Duty: Modern Warfare II	0.581	http://www.wikidata.org/entity/Q110206584	multiplayer video game
Call of Duty: Modern Warfare	0.564	http://www.wikidata.org/entity/Q64083878	multiplayer video game
Call of Duty: Black Ops	0.541	http://www.wikidata.org/entity/Q207986	multiplayer video game
Call of Duty: Modern Warfare 3	0.477	http://www.wikidata.org/entity/Q486233	multiplayer video game
Call of Duty: Black Ops Cold War	0.4	http://www.wikidata.org/entity/Q98514334	multiplayer video game
Minecraft	0.348	http://www.wikidata.org/entity/Q49740	multiplayer video game
League of Legends	0.275	http://www.wikidata.org/entity/Q223341	multiplayer video game
Grand Theft Auto V	0.224	http://www.wikidata.org/entity/Q17452	multiplayer video game
Call of Duty: Vanguard	0.211	http://www.wikidata.org/entity/Q108054772	multiplayer video game
Dark Souls III	0.137	http://www.wikidata.org/entity/Q20112508	multiplayer video game
Uncharted 4: A Thief's End	-0.19	http://www.wikidata.org/entity/Q16681843	multiplayer video game
Need for Speed: Hot Pursuit	-0.195	http://www.wikidata.org/entity/Q837931	multiplayer video game
Red Dead Redemption 2	-0.263	http://www.wikidata.org/entity/Q27438121	multiplayer video game
Assassin's Creed IV: Black Flag	-0.28	http://www.wikidata.org/entity/Q6052688	multiplayer video game
The Last of Us	-0.325	http://www.wikidata.org/entity/Q1986744	multiplayer video game
S.T.A.L.K.E.R.: Shadow of Chernobyl	-0.326	http://www.wikidata.org/entity/Q215861	multiplayer video game
God of War	-0.422	http://www.wikidata.org/entity/Q390137	multiplayer video game
Tomb Raider	-0.595	http://www.wikidata.org/entity/Q1757876	multiplayer video game
Return to Castle Wolfenstein	-0.605	http://www.wikidata.org/entity/Q748317	multiplayer video game
Elden Ring	-0.703	http://www.wikidata.org/entity/Q64826862	multiplayer video game
