Джонни Депп	0.811	http://www.wikidata.org/entity/Q37175	актёр
Том Холланд	0.417	http://www.wikidata.org/entity/Q2023710	актёр
Райан Рейнольдс	0.312	http://www.wikidata.org/entity/Q192682	актёр
Кейт Бланшетт	0.274	http://www.wikidata.org/entity/Q80966	актёр
Эмбер Херд	0.219	http://www.wikidata.org/entity/Q229166	актёр
Вайнона Райдер	0.208	http://www.wikidata.org/entity/Q101797	актёр
Рэйф Файнс	0.167	http://www.wikidata.org/entity/Q28493	актёр
Дженнифер Коннелли	0.125	http://www.wikidata.org/entity/Q103343	актёр
Стеллан Скарсгард	0.104	http://www.wikidata.org/entity/Q208667	актёр
Оливия Уайлд	0.01	http://www.wikidata.org/entity/Q200355	актёр
Ванесса Паради	0.0	http://www.wikidata.org/entity/Q51023	актёр
Райли Кио	-0.083	http://www.wikidata.org/entity/Q254947	актёр
Ана де Армас	-0.104	http://www.wikidata.org/entity/Q698173	актёр
Талула Райли	-0.115	http://www.wikidata.org/entity/Q269309	актёр
Зои Кравиц	-0.147	http://www.wikidata.org/entity/Q227129	актёр
Присцилла Пресли	-0.208	http://www.wikidata.org/entity/Q234773	актёр
Зендея	-0.219	http://www.wikidata.org/entity/Q189489	актёр
Валерий Тодоровский	-0.274	http://www.wikidata.org/entity/Q1969891	актёр
Тилль Линдеманн	-0.292	http://www.wikidata.org/entity/Q154852	актёр
Родольфо Гуччи	-0.333	http://www.wikidata.org/entity/Q3852571	актёр
Владимир Александрович Зеленский	-0.531	http://www.wikidata.org/entity/Q3874799	актёр
Дональд Трамп	-0.667	http://www.wikidata.org/entity/Q22686	актёр
